MatchDay,Troyes,Olympique Lyonnais,PSG,Olympique Marseille,Nantes,Nice,Rennes,Strasbourg,Angers,Bordeaux,Dijon,Metz,Saint-Etienne,Lille,Caen,Toulouse,Montpellier,Guingamp,Amiens SC
gameWeek-17,0.20348837209302328,0.4651162790697675,1.017441860465116,0.20348837209302326,0.0,0.31976744186046513,0.0,0.029069767441860468,0.08720930232558138,0.0,0.6104651162790697,0.31976744186046513,0.058139534883720936,0.29069767441860467,0.0,0.058139534883720936,0.029069767441860468,0.26162790697674415,0.0
gameWeek-18,0.058139534883720936,0.6395348837209303,0.6686046511627908,0.6395348837209303,0.40697674418604657,0.34883720930232553,0.14534883720930233,0.0,0.26162790697674415,0.0,0.14534883720930233,0.8139534883720931,0.20348837209302328,0.29069767441860467,0.08720930232558138,0.0,0.436046511627907,0.29069767441860467,0.0
gameWeek-19,0.029069767441860468,0.4651162790697675,0.34883720930232553,0.5813953488372093,0.0,0.6104651162790697,0.058139534883720936,0.0,0.29069767441860467,0.11627906976744187,0.17441860465116277,0.058139534883720936,0.029069767441860468,0.08720930232558138,0.11627906976744187,0.26162790697674415,0.08720930232558138,0.5232558139534883,0.11627906976744187
gameWeek-20,0.17441860465116277,0.9593023255813955,0.9011627906976745,0.23255813953488375,0.058139534883720936,0.26162790697674415,0.4941860465116279,0.029069767441860468,0.4651162790697675,0.0,0.0,0.7267441860465116,0.0,0.14534883720930233,0.058139534883720936,0.11627906976744187,0.34883720930232565,0.029069767441860468,0.20348837209302328
gameWeek-21,0.29069767441860467,0.17441860465116277,0.08720930232558138,0.058139534883720936,0.11627906976744187,0.31976744186046513,0.0,0.23255813953488375,0.20348837209302328,0.4651162790697675,0.14534883720930233,0.058139534883720936,0.029069767441860468,0.11627906976744187,0.058139534883720936,0.029069767441860468,0.23255813953488375,0.0,0.11627906976744187
gameWeek-22,0.0,0.14534883720930233,0.8139534883720931,0.08720930232558138,0.37790697674418605,0.029069767441860468,0.23255813953488375,0.20348837209302328,0.20348837209302328,0.37790697674418605,0.436046511627907,0.058139534883720936,0.5232558139534883,0.37790697674418605,0.11627906976744187,0.5523255813953488,0.11627906976744187,0.0,0.0
gameWeek-23,0.20348837209302328,0.20348837209302328,0.4651162790697675,1.191860465116279,0.37790697674418605,0.058139534883720936,0.20348837209302328,0.0,0.0,0.17441860465116277,0.058139534883720936,0.17441860465116277,0.40697674418604657,0.17441860465116277,0.08720930232558138,0.029069767441860468,0.6104651162790697,0.2906976744186046,0.029069767441860468
gameWeek-24,0.17441860465116277,0.11627906976744187,0.23255813953488375,0.6104651162790697,0.5232558139534883,0.43604651162790703,0.17441860465116277,0.11627906976744187,0.11627906976744187,0.436046511627907,0.26162790697674415,0.0,0.436046511627907,0.14534883720930233,0.0,0.0,0.5523255813953488,0.11627906976744187,0.14534883720930233
gameWeek-25,0.436046511627907,0.436046511627907,0.7848837209302326,0.40697674418604657,0.17441860465116277,0.29069767441860467,0.5523255813953488,0.31976744186046513,0.08720930232558138,0.058139534883720936,0.058139534883720936,0.17441860465116277,0.14534883720930233,0.5232558139534883,0.14534883720930233,0.0,0.20348837209302328,0.0,0.0
gameWeek-26,0.0,0.37790697674418605,0.31976744186046513,0.029069767441860468,0.029069767441860468,0.058139534883720936,0.20348837209302328,0.08720930232558138,0.4651162790697675,0.40697674418604657,0.26162790697674415,0.0,0.17441860465116277,0.11627906976744187,0.029069767441860468,0.37790697674418605,0.029069767441860468,0.37790697674418605,0.17441860465116277
gameWeek-27,0.058139534883720936,0.29069767441860467,0.8430232558139534,0.0,0.11627906976744187,0.5813953488372093,0.14534883720930233,0.08720930232558138,0.43604651162790703,0.17441860465116277,0.34883720930232553,0.08720930232558138,0.31976744186046513,0.31976744186046513,0.31976744186046513,0.058139534883720936,0.37790697674418605,0.14534883720930233,0.0
gameWeek-28,0.0,0.29069767441860467,0.9011627906976745,0.6976744186046511,0.11627906976744187,0.5813953488372093,0.37790697674418605,0.058139534883720936,0.0,0.17441860465116277,0.0,0.11627906976744187,0.20348837209302328,0.11627906976744187,0.0,0.31976744186046513,0.5232558139534883,0.0,0.17441860465116277
gameWeek-29,0.20348837209302328,0.436046511627907,0.5232558139534883,0.29069767441860467,0.20348837209302328,0.5232558139534884,0.08720930232558138,0.26162790697674415,0.6104651162790697,0.11627906976744187,0.4651162790697675,0.058139534883720936,0.7558139534883721,0.31976744186046513,0.0,0.26162790697674415,0.5523255813953488,0.20348837209302328,0.0
gameWeek-30,0.0,0.40697674418604657,0.8139534883720931,0.34883720930232565,0.0,0.6395348837209303,0.4651162790697675,0.0,0.31976744186046513,0.14534883720930233,0.14534883720930233,0.11627906976744187,0.49418604651162784,0.11627906976744187,0.31976744186046513,0.31976744186046513,0.37790697674418605,0.11627906976744187,0.058139534883720936
gameWeek-31,0.029069767441860468,0.872093023255814,0.0,0.2616279069767442,0.31976744186046513,0.17441860465116282,0.20348837209302328,0.20348837209302328,0.14534883720930233,0.20348837209302328,0.17441860465116277,0.14534883720930233,0.34883720930232553,0.14534883720930233,0.08720930232558138,0.0,0.11627906976744187,0.5813953488372093,0.23255813953488375
gameWeek-32,0.40697674418604657,0.7267441860465116,1.191860465116279,0.7558139534883721,0.0,0.4651162790697675,0.14534883720930233,0.11627906976744187,0.08720930232558138,0.6395348837209303,0.31976744186046513,0.40697674418604657,0.31976744186046513,0.31976744186046513,0.0,0.11627906976744187,0.0,0.0,0.14534883720930233
gameWeek-33,0.34883720930232553,0.9011627906976745,0.17441860465116277,0.7848837209302326,0.23255813953488375,0.34883720930232553,0.058139534883720936,0.058139534883720936,0.14534883720930233,0.31976744186046513,0.34883720930232553,0.14534883720930233,0.37790697674418605,0.14534883720930233,0.37790697674418605,0.5232558139534883,0.08720930232558138,0.6976744186046511,0.5232558139534883
gameWeek-34,0.058139534883720936,0.5813953488372093,0.11627906976744187,0.17441860465116277,0.08720930232558138,0.2906976744186046,0.31976744186046513,0.20348837209302328,0.23255813953488375,0.14534883720930233,0.0,0.17441860465116277,0.4651162790697675,0.6104651162790697,0.29069767441860467,0.058139534883720936,0.11627906976744187,0.4941860465116279,0.0
gameWeek-35,0.08720930232558138,0.7848837209302326,0.6395348837209303,0.6686046511627908,0.029069767441860468,0.26162790697674415,0.0,0.14534883720930233,0.34883720930232553,0.5813953488372093,0.5813953488372093,0.31976744186046513,0.0,0.6976744186046511,0.0,0.0,0.4941860465116279,0.029069767441860468,0.31976744186046513
gameWeek-36,0.17441860465116277,0.40697674418604657,0.26162790697674415,0.7558139534883721,0.08720930232558138,0.6976744186046513,0.20348837209302328,0.0,0.029069767441860468,0.6104651162790697,0.26162790697674415,0.029069767441860468,0.08720930232558138,0.5813953488372093,0.058139534883720936,0.17441860465116277,0.08720930232558138,0.17441860465116277,0.14534883720930233
gameWeek-37,0.08720930232558138,0.7267441860465116,0.08720930232558138,0.6395348837209303,0.14534883720930233,0.6104651162790697,0.11627906976744187,0.058139534883720936,0.34883720930232553,0.5523255813953488,0.23255813953488375,0.08720930232558138,0.31976744186046513,0.20348837209302328,0.23255813953488375,0.26162790697674415,0.40697674418604657,0.17441860465116277,0.08720930232558138
