firstName,lastName,wiId,averageScore,minutesPlayed,role
Quentin,Beunardeau,28055,0,0,Goalkeeper
Ibai,Gómez Pérez,3423,25.15,2312,Midfielder
Vincent,Nogueira,25467,0.5499999999999999,61,Midfielder
Oliver,Kragl,16922,0.3,89,Midfielder
Kévin,Monnet-Paquet,26042,26.05,1770,Forward
Brian Oladapo,Idowu,209792,0.13,226,Defender
Mirko,Eramo,22565,0,0,Midfielder
Steve,von Bergen,21342,0,0,Defender
Meritan,Shabani,391439,0,56,Midfielder
Manuel,Pucciarelli,24964,12.160000000000002,1349,Forward
Juan Miguel,Jiménez López,3576,33.68000000000001,1441,Forward
Luka,Jović,258264,25.25,915,Forward
Vlad Iulian,Chiricheș,83575,13.58,853,Defender
Massimo,Coda,24269,28.990000000000006,1371,Forward
David,Rodríguez Lombán,4180,15.109999999999998,977,Defender
Aleksandar,Ignjovski,14695,0,0,Defender
Santiago,Mina Lorenzo,250885,31.519999999999985,1545,Forward
José Vicente,Gómez Umpiérrez,4363,9.99,1519,Midfielder
Mykyta,Shevchenko,105715,0,0,Goalkeeper
Andoni,López Saratxo,344065,0.19,90,Defender
Jan,Bednarek,240032,10.74,654,Defender
Jeff,Hendrick,8980,24.5,2681,Midfielder
Berkay,Özcan,345707,19.34,999,Midfielder
Florian,Baak,425921,0,0,Defender
Javier Ignacio,Aquino Carmona,112556,0,0,Midfielder
Farouk,Ben Mustapha,120784,0,0,Goalkeeper
Gianluigi,Buffon,20455,0,0,Goalkeeper
Christian Robert,Santos Kwasniewski,38436,5.390000000000001,451,Forward
Jérémy,Cordoval,26433,6.17,918,Defender
Lorenzo Jesús,Morón García,364820,20.66,1063,Forward
Joe,Gomez,257899,12.320000000000002,1900,Defender
Emanuel,Cecchini,266312,1.06,22,Midfielder
Opa,Nguette,28965,17.630000000000003,1019,Forward
Christian,Fuchs,14853,6.649999999999999,2185,Defender
Ben,Foster,8358,0,0,Goalkeeper
Samuel,Pizzignacco,531691,0,0,Goalkeeper
Jesús Manuel,Corona Ruíz,112522,0,34,Forward
Samuel,García Sánchez,275293,4.76,400,Midfielder
Enzo,Crivelli,275032,12.200000000000001,1738,Forward
Jacek,Góralski,100140,0.31,180,Midfielder
Philip,Billing,303357,5.43,762,Midfielder
Diego,Perotti,3475,44.12999999999999,1605,Forward
Federico,Ricca Rostagnol,278007,5.53,1111,Defender
Oscar,Lewicki,51398,0.58,86,Midfielder
Óscar,Rodríguez Arnaiz,352789,0,0,Midfielder
Diego Roberto,Godín Leal,3433,46.769999999999996,3003,Defender
Carles,Planas Antolínez,4789,5.01,190,Defender
Nordin,Amrabat,32968,32.24999999999999,2088,Forward
Mansour Althaqfi,Al Harbi,122568,0,0,Defender
Kevin-Prince,Boateng,20402,30.049999999999997,2362,Midfielder
Giovanni,Volpicelli,461671,0,0,Midfielder
Isaac,Kiese Thelin,51262,0.35,36,Forward
Sebastien,De Maio,20707,23.699999999999996,2041,Defender
Mirco,Antenucci,21114,43.23,2556,Forward
Maxime,Gonalons,25405,19.499999999999996,1092,Midfielder
Kyle,Jameson,491343,0,0,Defender
Kalidou,Koulibaly,25726,52.22,3330,Defender
Steven,Fortès,270306,1.17,154,Defender
Maximiliano Martín,Olivera De Andrea,116225,0.08,409,Defender
Franck,Tabanou,25805,8.059999999999999,1033,Midfielder
Javier,Jiménez García,364844,0,0,Defender
Jacob,Bruun Larsen,347366,0.33999999999999997,92,Forward
Luiz,de Araújo Guimarães Neto,250134,34.88,2006,Forward
Pedro,Alcalá Guirado,4232,6.78,690,Defender
Yann Aurel,Bisseck,520617,2.0,134,Defender
Axel ,Witsel,70123,11.760000000000002,990,Midfielder
Juan Francisco,Torres Belén,3447,3.63,1668,Defender
Andrea,Poli,20529,16.049999999999997,2558,Midfielder
Enzo,Loiodice,566942,1.0999999999999999,162,Midfielder
Albano Benjamín,Bizzarri,20540,0,0,Goalkeeper
Fabio,Quagliarella,20479,67.43000000000002,2732,Forward
Carlos Alberto,Cáceda Oyaguez,114736,0,0,Goalkeeper
Fabian,Giefer,14767,0,0,Goalkeeper
Migjen Xhevat,Basha,21104,1.35,83,Midfielder
Robert,Lewandowski,14817,79.38999999999999,2939,Forward
Raúl Marcelo,Bobadilla,49907,9.540000000000001,421,Forward
Bernardo José,Espinosa Zúñiga,3692,43.15999999999999,2868,Defender
Ronaël,Pierre-Gabriel,396616,9.589999999999998,1210,Defender
Ferdinando,Coppola,21091,0,0,Goalkeeper
Enock,Kwateng,286381,0,90,Defender
Leandro,Castán da Silva,40538,10.850000000000001,1141,Defender
Gorka,Iraizoz Moreno,3399,0,0,Goalkeeper
Allan,Saint-Maximin,276211,52.05,2284,Forward
Walace,Souza Silva,327009,19.1,1325,Midfielder
José Salomón,Rondón Giménez,3577,35.58,2774,Forward
Ian Rey,Smith Quiros,373441,0,0,Defender
Davinson,Sánchez Mina,257762,35.279999999999994,2961,Defender
Achraf,Hakimi Mouh,396475,6.3,1028,Defender
Gustavo Raúl,Gómez Portillo,113927,0,0,Defender
Federico Nicolás,Cartabia,230897,21.139999999999997,1328,Midfielder
Daniel,Ginczek,14845,24.279999999999998,1523,Forward
Aleksey,Miranchuk,262048,0,60,Midfielder
Franck Alain,Djoulou Zohoki,507587,0,0,Forward
Neil,Taylor,77544,3.85,540,Defender
Iago,Aspas Juncal,3840,92.6,2996,Forward
Thiago,Alcântara do Nascimento,3345,25.129999999999995,1356,Midfielder
Aïssa,Mandi,26307,39.15,3060,Defender
Jiří,Pavlenka,253822,0,0,Goalkeeper
Eduardo,dos Reis Carvalho,70106,0,0,Goalkeeper
Benedikt,Höwedes,14855,4.81,670,Defender
Shani,Tarashaj,134911,0,0,Forward
Marek,Suchý,101654,0,0,Defender
Timothy,Chandler,15139,27.950000000000003,1893,Defender
Hernán Darío,Toledo,393881,7.76,607,Forward
Julian,Pollersbeck,241957,0,0,Goalkeeper
Lucas,Pérez Martínez,105541,31.819999999999997,2791,Forward
Sebastian,Jung,15244,0,78,Defender
Jake,Livermore,8285,20.01,2654,Midfielder
Alberto Junior,Rodríguez Valdelomar,70144,0.83,136,Defender
Serge ,Gnabry,134397,52.06000000000001,1515,Midfielder
Andy Jorman,Polo Andrade,114764,0,0,Midfielder
Bakary Adama,Soumaoro,25710,10.81,1194,Defender
Mërgim,Mavraj,15449,26.759999999999994,1749,Defender
Elias,Kachunga,16122,16.52,1338,Forward
Jordan,Ayew,25571,37.08,2941,Forward
Alberto,De La Bella Madureño,3667,6.34,1529,Defender
Édgar Osvaldo,Barreto Cáceres,20816,8.170000000000002,1999,Midfielder
Aaron,Wan-Bissaka,486252,3.1299999999999994,628,Defender
Hamza,Choudhury,419784,5.59,369,Midfielder
Santy,Ngom,28073,5.639999999999999,455,Forward
Darren ,Fletcher,7932,6.070000000000001,2223,Midfielder
Šimon,Štefanec,352717,0,0,Midfielder
Pedro,López Muñoz,3920,3.15,1597,Defender
Lucas ,Nahuel Castro,86301,37.120000000000005,1989,Midfielder
Richarlison,de Andrade,377071,53.290000000000006,2820,Forward
Lorenzo,Venuti,284960,18.14,2358,Defender
Tomi,Jurić,69978,0.02,68,Forward
Sebastian,Prödl,14688,17.61,1702,Defender
Joel,Robles Blázquez,4320,0,0,Goalkeeper
Corentin,Tolisso,209091,45.480000000000004,1759,Midfielder
Jordan,Williams,399509,0,0,Defender
Cristian Daniel,Ansaldi,101742,21.1,1875,Defender
Pasquale,Schiattarella,20911,21.47,1975,Midfielder
Shinji,Kagawa,14816,25.15,1378,Midfielder
Víctor,Laguardia Cisneros,4358,23.459999999999997,1530,Defender
Cristhian Ricardo,Stuani Curbelo,3714,44.15,2796,Forward
Michele,Cerofolini,490626,0,0,Goalkeeper
Jean Eudès,Aholou,141172,30.65,3011,Midfielder
Sadiq,Umar,350992,0.19,226,Forward
Aniello,Viscovo,392395,0,0,Goalkeeper
Henrikh,Mkhitaryan,105338,50.88,1725,Midfielder
Aaron,Cresswell,8582,31.069999999999997,3074,Defender
Corry,Evans,9620,0.32,264,Midfielder
Armand,Laurienté,437238,0,0,Forward
Joël Andre,Job Matip,14870,27.959999999999997,1980,Defender
Javier,Fuego Martínez,4332,10.570000000000004,1864,Midfielder
Robert Kenedy,Nunes do Nascimento,254898,12.290000000000001,1030,Midfielder
Danny,Ings,8955,3.52,237,Forward
Nicolás Hernán,Otamendi,70086,68.81,3329,Defender
Ondrej,Duda,218896,9.85,893,Midfielder
Jamal,Lascelles,8833,48.43,2928,Defender
Ben,Chilwell,350976,11.35,1875,Defender
Rémy,Descamps,279772,0,0,Goalkeeper
Rodrigo,Hernández Cascante,364860,52.429999999999986,3228,Midfielder
Hakan,Çalhanoğlu,15524,27.13,2305,Midfielder
Patrice,Evra,7915,6.760000000000001,1239,Defender
Duško,Tošić,127530,1.8800000000000001,173,Defender
Armindo,Tué Na Bangna,70975,41.18999999999999,1588,Forward
Matteo,Bianchetti,20512,0,123,Defender
Ricardo Gabriel,Álvarez,20523,3.6500000000000004,257,Midfielder
Michele,Cremonesi,21725,2.6999999999999997,383,Defender
Georges-Kevin,N'Koudou Mbida,270828,0.42,220,Forward
Rándall,Azofeifa Corrales,32706,0,0,Midfielder
Alexander,Isak,399599,1.01,103,Forward
Håvard,Nordtveit,15012,13.169999999999998,942,Midfielder
Kevin,Long,10108,26.370000000000005,1440,Defender
James Edward,Lea Siliki,325781,21.06,1802,Midfielder
Cenk,Gönen,32574,0,0,Goalkeeper
Willian José,da Silva,40770,55.38999999999999,2778,Forward
Charles ,Días Barbosa de Oliveira,385273,21.990000000000006,1545,Forward
John Anthony,Brooks,18974,13.23,729,Defender
Samuel,Souprayen,26373,7.359999999999999,1605,Defender
Luca,Sparandeo,360778,0,33,Defender
Riccardo,Orsolini,373768,4.31,453,Forward
Eden,Hazard,25707,136.15,3391,Forward
José Manuel,Arnáiz Díaz,339857,0,0,Forward
Dejan,Dražić,282994,0,0,Midfielder
Alejandro Damián,González Hernández,116160,0,0,Defender
Erik,Morán Arribas,167118,0,212,Midfielder
Andreaw Rayan,Gravillon,412914,1.2799999999999998,82,Defender
Bamidele,Alli,13484,80.11000000000001,3629,Midfielder
Anthony,Lopes,25382,0,0,Goalkeeper
Ainsley,Maitland-Niles,279717,4.0,905,Midfielder
Daniele,Dessena,20875,1.18,561,Midfielder
Leonardo Gabriel,Suárez,256854,0.13,28,Midfielder
Gabriele,Angella,22677,14.150000000000004,891,Defender
Eugen,Polanski,15193,7.199999999999999,239,Midfielder
Oscar Fabián,Murillo Murillo,91002,1.6199999999999999,90,Defender
Serigne Modou Kara,Mbodji,54315,0,0,Defender
Emmanuel,Bourgaud,29590,2.79,529,Midfielder
David,Edwards,8436,1.28,108,Midfielder
Yoann,Andreu,25846,10.13,2070,Defender
Rémy,Cabella,25999,61.529999999999994,2317,Midfielder
James ,Tarkowski,9433,38.379999999999995,2790,Defender
Ohis Felix,Uduokhai,337682,21.369999999999997,1562,Defender
Cristian Gabriel,Rodríguez Barrotti,70095,5.0,165,Midfielder
Manuel,Morlanes Ariño,352788,0,0,Midfielder
Oliver,Baumann,14979,0,0,Goalkeeper
Omar Ibrahim Omar Othman,Hawsawi,122651,1.02,90,Defender
Federico,Peluso,20842,13.73,2552,Defender
Bekim,Balaj,64078,0,31,Forward
Alexander,Hack,221172,19.729999999999997,1287,Defender
Denis,Suárez Fernández,8323,14.52,568,Midfielder
Wesley,Saïd,149054,35.760000000000005,1808,Forward
Fabio,González Estupiñan,519496,2.75,65,Midfielder
Romain,Amalfitano,26311,13.639999999999999,2703,Midfielder
Jorge,Andújar Moreno,3460,6.36,1300,Defender
Mickaël,Le Bihan,26093,0.22999999999999998,78,Forward
Dawid,Kownacki,240042,21.47,850,Forward
Ludovic,Baal,25625,2.45,1162,Defender
Juan,Soriano Oropesa,302547,0,0,Goalkeeper
Senad,Lulić,20561,30.17999999999999,2447,Midfielder
Carles,Aleñà Castillo,282442,0,0,Midfielder
Sergio,Enrich Ametller,4048,17.220000000000002,1319,Forward
Joel,Chukwuma Obi,20525,18.48,1241,Midfielder
Lorenzo,Pellegrini,328333,32.970000000000006,1826,Midfielder
Guido,Burgstaller,64995,39.45,2326,Forward
Walter Iván,Montoya,253551,0.9299999999999999,77,Midfielder
Eddie,Nketiah,346158,0,0,Forward
Clément,Grenier,25407,2.87,1214,Midfielder
Kévin Lucien,Zohi,493415,0,0,Forward
Carlos,Martín Vigaray,250899,1.6100000000000003,896,Defender
Aiden,O'Neill,447043,0,0,Midfielder
Yassine ,Meriah,331763,2.01,270,Defender
Brian Leonel,Fernández,207002,2.6,85,Forward
Jordan,Torunarigha,275121,10.05,649,Defender
Martin,Harnik,14760,30.94,2051,Forward
Stefan,Savić,8311,30.219999999999995,2299,Defender
Uwe,Hánemeier,15301,0.29,17,Defender
Neven,Subotić,14801,23.450000000000003,1710,Defender
Vladimír,Weiss,3813,2.31,279,Forward
Julian,Korb,16884,8.659999999999998,2343,Defender
Rui Pedro,dos Santos Patrício,70134,0,0,Goalkeeper
Robin,Knoche,14917,30.86,2104,Defender
Arona,Sané,279556,1.6099999999999999,64,Midfielder
Luis Carlos,Correia Pinto,70451,13.290000000000003,2622,Defender
Javier Matías,Pastore,25440,46.26,1345,Midfielder
Jorge,Ruiz Ojeda,278316,0,0,Goalkeeper
Jagoš,Vuković,192,25.670000000000005,1334,Defender
Jamie,Ward,8989,3.84,222,Midfielder
Mariusz,Stępiński,99511,8.030000000000001,669,Forward
Afriyie,Acquah,20812,7.48,936,Midfielder
Bilal,Hadraoui,525231,0,0,Midfielder
Joris,Kayembe Ditu ,278913,2.11,89,Midfielder
Domingos,Quina,399653,0,0,Midfielder
Víctor,Camarasa Ferrando,247219,15.340000000000003,1250,Midfielder
Patrice,Evra,7915,6.760000000000001,1239,Defender
Valentin,Stocker,49873,3.36,37,Midfielder
Carlos Joel,Salcedo Hernández,255387,22.98,1967,Defender
Mauro Wilney,Arambarri Rosa,286448,15.999999999999998,2199,Midfielder
Salem Mohammed,Al Dawsari,122832,7.180000000000001,303,Midfielder
Cristiano,Lombardi,255670,16.38,1115,Forward
Igor,Akinfeev,101576,0,0,Goalkeeper
Marco,Friedl,391441,3.32,634,Defender
Iván,Rodríguez del Pozo,352748,0,20,Defender
David,Pavelka,82644,0.22999999999999998,56,Midfielder
Vitorino,Hilton da Silva,25993,30.599999999999998,2430,Defender
Danny,Ward,136509,0,0,Goalkeeper
Miloš,Jojić,127685,16.76,1461,Midfielder
Leandro Henrique,do Nascimento,363994,0,0,Forward
Fabian,Frei,49869,8.1,820,Midfielder
Kieran,Trippier,8945,6.5,2486,Defender
Milan,Badelj,69400,28.470000000000002,2860,Midfielder
Marcel,Risse,15194,5.929999999999999,1168,Midfielder
Serge,Gakpé,38095,22.41,1793,Forward
Carlos Andrés,Sánchez Arcosa,86340,0,122,Midfielder
Tim-Henry,Handwerker,356928,9.25,383,Defender
Pedro,Mosquera Parada,4511,14.689999999999998,1398,Midfielder
Dalbert Henrique,Chagas Estevão,298212,3.04,525,Defender
Aleksandar,Katai,127719,0.15,38,Midfielder
Denys,Garmash,105606,0.44999999999999996,14,Midfielder
Islam,Slimani,119630,12.259999999999998,336,Forward
Serhiy,Rybalka,105612,0,0,Midfielder
Christopher,Nkunku,347200,23.490000000000002,590,Midfielder
Daniele,Padelli,20572,0,0,Goalkeeper
Andriy,Pyatov,105320,0,0,Goalkeeper
Dimitri,Foulquier,25638,11.96,1238,Defender
Francesco,Zampano,24024,8.77,410,Defender
Kamil,Grosicki,33032,8.51,505,Midfielder
Luka,Milivojević,127537,19.130000000000003,3253,Midfielder
Jefferson Agustin,Farfán Guadalupe,14872,1.8599999999999999,129,Forward
Anice,Badri,28094,3.1599999999999997,224,Forward
Jérémy,Grimm,29137,8.760000000000002,770,Midfielder
Simone,Lo Faso,368340,0.43,34,Forward
Wesley,Hoedt,268776,31.710000000000004,2520,Defender
Erwin,Zelazny,25521,0,0,Goalkeeper
Salvatore,Esposito,535716,0,0,Midfielder
Róbert,Mazáň,786,0,83,Defender
Claudio,Marchisio,20470,13.030000000000003,782,Midfielder
Hjörtur,Hermannsson,1735,0,0,Defender
Jae-Sung,Lee,299121,2.31,270,Midfielder
Adam,Marušić,228928,32.01,2551,Midfielder
Mattia,Zaccagni,246633,1.8699999999999999,149,Midfielder
Josuha,Guilavogui,25861,32.49999999999999,2408,Midfielder
Fabian,Lustenberger,15103,12.9,1547,Defender
Diego,Falcinelli,21861,23.029999999999998,1710,Forward
Adelino André ,Vieira Freitas,14940,0,270,Midfielder
Gareth,Barry,8314,12.879999999999999,1925,Midfielder
Salomon Armand Magloire,Kalou,7904,47.94,2220,Forward
Arnór Ingvi,Traustason,57480,2.55,10,Midfielder
Lucas Pedro,Alves De Lima,40301,12.09,2658,Defender
Mamadou,Koné,3711,0,0,Forward
Frédéric,Guilbert,28908,16.59,3240,Defender
Vittorio,Parigini,239295,7.93,846,Forward
Salvador,Ichazo Fernández,116394,0,0,Goalkeeper
Enrico,Bearzotti,388099,0.2,409,Midfielder
Andy,King,8498,12.709999999999999,1342,Midfielder
Daniel,Ceballos Fernández,326523,9.13,384,Midfielder
Jean-Claude,Billong,385655,4.07,293,Defender
Mario,González Gutiérrez,257006,0,0,Forward
Philipp,Ochs,297701,1.8800000000000001,63,Forward
Gabriel,dos Santos Magalhães,415917,0,83,Defender
Niall,McGinn,9525,1.5599999999999998,21,Midfielder
Davide,Biondini,21282,0.41000000000000003,206,Midfielder
Lukas,Klostermann,258252,7.3,2192,Defender
Matija,Nastasić,20932,24.499999999999996,2001,Defender
Grzegorz,Krychowiak,25537,35.400000000000006,2394,Midfielder
Luca,Vido,262384,1.29,69,Forward
Darijo,Srna,105332,0,390,Defender
Daniele,De Rossi,20438,10.1,2061,Midfielder
Javi,Castellano Betancor,4361,13.370000000000001,1567,Midfielder
Niki,Mäenpää,71,0,0,Goalkeeper
Rômulo ,Souza Orestes Caldeira,20935,26.979999999999997,3171,Midfielder
Lucas,Höler,271990,7.13,838,Forward
Corentin,Jean,134512,16.08,1661,Forward
David,Juncà Reñé,4780,8.82,894,Defender
Diego,Rico Salguero,169002,13.110000000000003,2296,Defender
Wayne,Routledge,77557,0.45000000000000007,389,Midfielder
Joaquín,Sánchez Rodríguez,3571,39.879999999999995,2487,Midfielder
Felix,Eboa Eboa,286915,22.18,1511,Defender
Emre,Çolak,32652,13.849999999999998,1459,Midfielder
Nahki,Wells,9179,1.38,19,Forward
Steeve,Yago,25791,4.4799999999999995,1573,Defender
Rune ,Almenning Jarstein,54579,0,0,Goalkeeper
Maurício,dos Santos Nascimento,41368,0,0,Defender
Bastien,Rempp,482153,0,0,Goalkeeper
Andrea,Donadello,531687,0,0,Defender
Michał,Pazdan,99438,5.550000000000001,680,Defender
Mirko,Valdifiori,21019,2.3899999999999997,594,Midfielder
Boukary,Dramé,20639,0,69,Defender
Craig,Dawson,8360,18.88,2511,Defender
Jan-Ingwer,Callsen-Bracker,15768,0,0,Defender
Erik,Thommy,224971,9.309999999999999,1140,Midfielder
Roberto,Gagliardini,241676,12.36,1983,Midfielder
Blerim,Džemaili,21169,21.09,1800,Midfielder
Tomer,Hemed,3657,17.479999999999997,841,Forward
Leonardo,Rivoira,410024,0,0,Defender
Masaaki,Higashiguchi,95108,0,0,Goalkeeper
Makoto,Hasebe,14929,23.519999999999996,2378,Midfielder
Iván,López Mendoza,3919,4.07,175,Defender
Osvaldo Nicolás Fabián,Gaitán,70121,2.21,215,Midfielder
Davie,Selke,134399,38.89,1886,Forward
Georginio,Wijnaldum,116,31.94,2346,Midfielder
Ryan,Bertrand,7885,20.199999999999996,3227,Defender
Theo Bernard François,Hernández,344132,8.940000000000001,952,Defender
Artur,Ioniţă,50073,28.71,2661,Midfielder
Saúl,Ñíguez Esclapez,4488,42.85999999999999,3157,Midfielder
Diego,Varela Pampín,473386,0,0,Defender
Mehmet,Topal,3289,11.1,270,Midfielder
Marios,Oikonomou,93341,0.21,164,Defender
Safwan,Mbaé,331914,0,0,Defender
Guy Adolphe,N'Gosso Massouma,26414,5.289999999999999,590,Midfielder
José Luis,Sanmartín Mato,3327,31.770000000000003,1716,Forward
Younes,Kaboul,8272,2.23,151,Defender
Tiemoué,Bakayoko,28291,32.019999999999996,2181,Midfielder
Salvatore,Sirigu,25421,0,0,Goalkeeper
Rhu-endly,Martina,340,16.36,1830,Defender
Luka,Marković,362013,0,0,Forward
Morgan,Sanson,209086,37.31,2153,Midfielder
Shane ,Long,8384,20.269999999999996,1885,Forward
Thomas Teye,Partey,217031,13.930000000000001,2376,Midfielder
Julio,Gracia Gallardo,388832,0,15,Midfielder
Axel,Werner,222324,0,0,Goalkeeper
Antoine,Griezmann,3682,116.82,3681,Forward
Matthieu,Udol,286506,0.53,352,Defender
Mathieu,Dossevi,26512,46.22999999999999,2502,Midfielder
Kristiano Samuel,Armenteros Nunez Mendoza Jansson,658,5.510000000000001,424,Forward
Berat ,Djimsiti,50007,45.53,2700,Defender
Roberto José,Rosales Altuve,254,4.47,3125,Defender
Florian,Kath,269490,8.229999999999999,627,Midfielder
Timo,Letschert,221047,4.9399999999999995,412,Defender
Diego,Demme,15937,23.729999999999997,2291,Midfielder
Alex,Meret,286215,0,0,Goalkeeper
Marko,Arnautović,14703,65.91,2648,Forward
Timo,Baumgartl,235597,24.31,2610,Defender
Andrea,Nalini,272878,18.93,1643,Forward
Youssef,En-Nesyri,447821,15.559999999999999,1600,Forward
Sead,Kolašinac,14869,34.9,2153,Defender
Loïc,Perrin,25864,36.08,2466,Defender
Abdoulaye,Touré,217874,28.83,2809,Midfielder
Ayman,Ashraf,120446,0,0,Defender
Eric Bertrand ,Bailly,256998,10.41,990,Defender
Samir,Handanovič,20571,0,0,Goalkeeper
Juan Manuel,Valencia Aponzá,415687,0,0,Midfielder
Jasper,Cillessen,33,0,0,Goalkeeper
Nicolás Martín,Pareja,101649,4.32,406,Defender
Daniel,Parejo Muñoz,3286,22.149999999999995,3011,Midfielder
Aymen,Barkok,391387,4.02,297,Midfielder
Ridle Bote,Nzuzi Baku,391425,4.12,234,Midfielder
Marwin,Hitz,14914,0,0,Goalkeeper
Adrian Marius,Stoian,21655,27.510000000000005,2135,Forward
Denis,Petrić,25904,0,0,Goalkeeper
Ager,Aketxe Barrutia,167117,0,34,Midfielder
Mehdi,Zeffane,25399,7.4399999999999995,970,Defender
Geoff,Cameron,58978,11.760000000000002,1525,Defender
Simone,Romagnoli,21373,4.130000000000001,544,Defender
Rubén,Pardo Gutiérrez,3677,5.12,215,Midfielder
Stefan,de Vrij,130,41.45000000000001,3039,Defender
Stuart,Dallas,80019,5.4,314,Midfielder
Matthieu,Dreyer,27004,0,0,Goalkeeper
Antonio,Rádiger,14748,28.93,2426,Defender
Leroy,Sané,245364,78.33999999999999,2429,Midfielder
Daniel,Brosinski,15399,17.6,2500,Defender
Heinz,Lindner,64959,0,0,Goalkeeper
Ander,Cantero Armendáriz,6322,0,0,Goalkeeper
Clément,Lenglet,134503,39.65999999999999,3001,Defender
Filippo,Melegoni,351009,0,0,Midfielder
Matt,Phillips,9414,13.87,2070,Midfielder
Gabriel,Barbosa Almeida,263948,0,0,Forward
Daniele,Bonera,20393,15.339999999999998,1250,Defender
Alexander,Sørloth,55224,2.01,360,Forward
Digbo G'nampa Habib,Maïga,285457,1.27,694,Midfielder
Loïs,Diony,217878,5.66,914,Forward
Matthew,Jurman,61554,0,0,Defender
Lee,Hodson,8887,0,0,Defender
Alberto,Moreno Pérez,4908,5.040000000000001,1263,Defender
Luca,Cigarini,20850,4.109999999999999,2047,Midfielder
Olivier,Giroud,26010,55.44000000000001,1900,Forward
Filip,Helander,50805,26.85000000000001,2491,Defender
Nicolas,Janvier,367146,0.13,75,Midfielder
Rolando,Mandragora,302799,18.889999999999997,3240,Midfielder
DeAndre,Yedlin,252365,13.290000000000003,2837,Defender
Ivan,Vargić,69417,0,0,Goalkeeper
Kévin,Bérigaud,26665,4.76,274,Forward
Saido,Berahino,9532,8.59,381,Forward
Matheus,Dória Macedo,40574,2.0300000000000002,72,Defender
Fedor,Kudryashov,101647,2.32,330,Defender
Cedric,Teuchert,337732,1.46,22,Forward
Járgen,Locadia,120,3.93,216,Forward
Deji Ousman,Beyreuther,491429,0,0,Defender
Elvis,Rexhbecaj,337903,0,119,Midfielder
Tin,Jedvaj,212604,6.849999999999999,771,Defender
Vincent,Marcel,421809,0.08,44,Midfielder
Jeison Fabián,Murillo Cerón,4065,16.85,1357,Defender
Víctor,Ruíz Torre,3277,24.830000000000005,2430,Defender
Per Ciljan,Skjelbred,14905,12.560000000000002,2180,Midfielder
Alfredo,Talavera Díaz,112813,0,0,Goalkeeper
Jannik,Vestergaard,15806,40.98,2880,Defender
Marlos,Moreno Durán,257752,0,0,Forward
Victor,Wanyama,61967,10.040000000000001,824,Midfielder
Freddie,Woodman,240270,0,0,Goalkeeper
Will,Hughes,8981,20.810000000000002,998,Midfielder
Adrián Luciano,Santos Sahibeddine,207061,0,9,Forward
Hamza,Mendyl,426702,1.7500000000000002,852,Defender
Nicolás Federico,Spolli,21072,19.21,1802,Defender
Gonçalo Manuel,Ganchinho Guedes,237034,83.37999999999998,2671,Forward
Pierre-Emerick,Aubameyang,25867,81.32000000000001,2493,Forward
Hotaru,Yamaguchi,95010,1.0,100,Midfielder
Iver,Fossum,208089,9.729999999999999,1292,Midfielder
Taulant Ragip,Xhaka,49981,0.13,78,Midfielder
Charlie,Austin,8953,31.740000000000002,1015,Forward
Diego Alejandro,Rolán Silva,116283,27.04,1944,Forward
Xherdan,Shaqiri,49872,39.839999999999996,3779,Midfielder
Lewis,Cook,302518,19.98,2236,Midfielder
Ander,Herrera Agáera,3413,15.850000000000003,1268,Midfielder
Riccardo,Montolivo,20943,9.19,1097,Midfielder
Ciro,Immobile,21384,107.71000000000002,2830,Forward
Jaume,Doménech Sánchez,215265,0,0,Goalkeeper
Giuseppe,Rossi,3548,5.53,237,Forward
Manolo,Gabbiadini,20857,9.980000000000002,930,Forward
Francisco,Barbosa Vieites,548764,0,0,Goalkeeper
Nolan,Roux,25716,60.17,2839,Forward
Timothy,Weah,471774,0,90,Forward
Henrik,Dalsgaard,56394,1.6399999999999997,390,Defender
Bryan,Dabo,26000,15.740000000000002,1934,Midfielder
Paolo Pancrazio,Faragò,220359,24.149999999999995,2444,Midfielder
Vladlen,Yurchenko,138493,0,0,Midfielder
Salman Mohammed,Al Faraj,122847,0.64,270,Midfielder
Luca,Rizzo,23386,9.580000000000002,483,Midfielder
Jefferson Antonio,Montero Vite,3599,0,39,Midfielder
John,Stones,9380,39.599999999999994,1951,Defender
Hannes Þór,Halldórsson,57226,0,0,Goalkeeper
Fyodor,Smolov,101707,0.73,465,Forward
Luis Fernando,Muriel Fruto,20764,33.830000000000005,1658,Forward
Román Aureliano,Torres Morcillo,91263,2.2600000000000002,236,Defender
Mirko,Antonucci,405602,4.16,31,Forward
Anto,Grgic,256776,0.13999999999999999,5,Midfielder
Simon,Asta,493725,0,0,Defender
Vagner José,Dias Gonçalves,351851,0,86,Midfielder
Cheikh,M'Bengue,25789,2.75,474,Defender
Oliver,Norwood,8773,0.65,349,Midfielder
Kalifa,Coulibaly,25444,5.67,338,Forward
Frédéric,Veseli,134954,0,0,Defender
Leon ,Goretzka,134387,29.179999999999996,2045,Midfielder
Arnaldo Antonio,Sanabria Ayala,225946,16.359999999999996,828,Forward
Erick Antonio,Pulgar Farfán,90268,17.93,2757,Midfielder
Karl,Darlow,8826,0,0,Goalkeeper
Marco,Sau,21865,16.42,1253,Forward
Jules,Koundé,410062,26.119999999999997,1588,Defender
Stanislav,Lobotka,167641,31.069999999999993,3061,Midfielder
Robin,Zentner,222798,0,0,Goalkeeper
